hs_code,country_name,country_iso,export_scale,recommendation_score,updated_at,source
330590,모잠비크,,유망,2.14,2025-06-26 16:08:53,KOTRA
330590,몬테네그로,,유망,2.85,2025-06-26 16:08:53,KOTRA
330590,몰다비아,,유망,3.97,2025-06-26 16:08:53,KOTRA
330590,몰디브,,유망,3.13,2025-06-26 16:08:53,KOTRA
330590,세르비아,,유망,3.39,2025-06-26 16:08:53,KOTRA
330590,세이셸,,유망,3.03,2025-06-26 16:08:53,KOTRA
330590,예멘,,유망,2.41,2025-06-26 16:08:53,KOTRA
330590,오만,OM,유망,3.71,2025-06-26 16:08:53,KOTRA
330590,오스트리아,,유망,2.87,2025-06-26 16:08:53,KOTRA
330590,온두라스,,유망,2.59,2025-06-26 16:08:53,KOTRA
330590,요르단,,유망,2.15,2025-06-26 16:08:53,KOTRA
330590,우루과이,,유망,3.35,2025-06-26 16:08:53,KOTRA
330590,우즈베키스탄,UZ,유망,3.77,2025-06-26 16:08:53,KOTRA
330590,우크라이나,,유망,5.35,2025-06-26 16:08:53,KOTRA
330590,이라크,IQ,유망,2.95,2025-06-26 16:08:53,KOTRA
330590,이란,,유망,2.71,2025-06-26 16:08:53,KOTRA
330590,이스라엘,,유망,4.2,2025-06-26 16:08:53,KOTRA
330590,이탈리아,IT,유망,4.45,2025-06-26 16:08:53,KOTRA
330590,인도,IN,유망,5.7,2025-06-26 16:08:53,KOTRA
330590,인도네시아,ID,유망,6.62,2025-06-26 16:08:53,KOTRA
330590,일본,JP,유망,11.39,2025-06-26 16:08:53,KOTRA
330590,잠비아,,유망,2.66,2025-06-26 16:08:53,KOTRA
330590,조지아,,유망,3.14,2025-06-26 16:08:53,KOTRA
330590,중국,CN,유망,10.99,2025-06-26 16:08:53,KOTRA
330590,지부티,,유망,2.53,2025-06-26 16:08:53,KOTRA
330590,체코,,유망,4.25,2025-06-26 16:08:53,KOTRA
330590,영국,GB,유망,4.97,2025-06-26 16:08:53,KOTRA
330590,엘살바도르,,유망,2.63,2025-06-26 16:08:53,KOTRA
330590,에콰도르,,유망,3.38,2025-06-26 16:08:53,KOTRA
330590,소말리아,,유망,2.29,2025-06-26 16:08:53,KOTRA
330590,수단,,유망,0.97,2025-06-26 16:08:53,KOTRA
330590,스리랑카,,유망,3.87,2025-06-26 16:08:53,KOTRA
330590,스웨덴,,유망,4.31,2025-06-26 16:08:53,KOTRA
330590,스위스,,유망,4.15,2025-06-26 16:08:53,KOTRA
330590,스페인,ES,유망,4.58,2025-06-26 16:08:53,KOTRA
330590,슬로바키아,,유망,4.22,2025-06-26 16:08:53,KOTRA
330590,슬로베니아,,유망,2.81,2025-06-26 16:08:53,KOTRA
330590,싱가포르,SG,유망,11.03,2025-06-26 16:08:53,KOTRA
330590,아랍에미리트,AE,유망,6.22,2025-06-26 16:08:53,KOTRA
330590,아루바,,유망,2.03,2025-06-26 16:08:53,KOTRA
330590,아르메니아,,유망,2.78,2025-06-26 16:08:53,KOTRA
330590,아르헨티나,,유망,2.7,2025-06-26 16:08:53,KOTRA
330590,아이슬란드,,유망,2.8,2025-06-26 16:08:53,KOTRA
330590,아이티,,유망,2.72,2025-06-26 16:08:53,KOTRA
330590,아일랜드,,유망,3.58,2025-06-26 16:08:53,KOTRA
330590,아제르바이잔,,유망,2.41,2025-06-26 16:08:53,KOTRA
330590,알바니아,,유망,4.46,2025-06-26 16:08:53,KOTRA
330590,알제리,,유망,2.61,2025-06-26 16:08:53,KOTRA
330590,에스토니아,,유망,3.58,2025-06-26 16:08:53,KOTRA
330590,러시아연방,,유망,7.57,2025-06-26 16:08:53,KOTRA
330590,라트비아,,유망,3.53,2025-06-26 16:08:53,KOTRA
330590,라오스,,유망,3.23,2025-06-26 16:08:53,KOTRA
330590,이란,,성장,2.77,2025-06-26 16:08:53,KOTRA
330590,이스라엘,,성장,4.67,2025-06-26 16:08:53,KOTRA
330590,이탈리아,IT,성장,5.56,2025-06-26 16:08:53,KOTRA
330590,인도,IN,성장,6.27,2025-06-26 16:08:53,KOTRA
330590,인도네시아,ID,성장,7.24,2025-06-26 16:08:53,KOTRA
330590,일본,JP,성장,16.16,2025-06-26 16:08:53,KOTRA
330590,잠비아,,성장,2.8,2025-06-26 16:08:53,KOTRA
330590,조지아,,성장,3.08,2025-06-26 16:08:53,KOTRA
