상담회아이디,상담회주소,년,달,일,업체명,업종,설립년도,주소,홈페이지
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"GREEN VIL CO., LTD.",무역,2009,"701, WORLDPLAZA-1 BUILDING,  40 TECHNOSANGEOP-RO, HYEONPOONG,   DALSEONG. DAEGU. KOREA",www.greenvil.co
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Dairyzen Co.,Ltd.",제조업,1999,"170, Munmakgongdan-gil, Wonju-si, Gangwon-do, KOREA",www.dairyzen.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"ARAM Co.,Ltd.",식품 제조업,1999,"21, Daejeon-ro 1364beon-gil, Daedeok-gu, Daejeon, Republic of Korea",www.aramfood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"JJF CO.,LTD",수출입무역,2000,"222-2 Wolgak-ro, Hallim-eup,Jeju-si,Jeju-do,Republic of Korea",www.jjfkorea.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Freshis. Co., Ltd",무역업,2014,"507, Building No.3, 21, Jungang-ro 14-gil, Jeju-si,Jeju Special Self-Governing Province, Republic of Korea, 63169",http://www.freshisland.co.kr/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Chang-Rak Farms,"무역업, 도매업, 창고업",1979,"857, Changnyeongjangma-ro, Changnyeong-eup, Changnyeong-gun, Gyeongsangnam-do, Korea",www.changrakfarms.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Sangju Hansi Dried persimmon,제조업,2009,"51,Naengim-dong,Sangju-si Gyeongsang buk-do,742-070 Republic of Korea",www.hansi.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Singram Food Co.,Ltd","절임식품(단무지, 쌈무, 우엉) 및 반찬류(무말랭이,양념깻잎,멸치볶음등)",1999,"15, Yeongsungongdan-gil, Yeongsun-myeon, Mungyeong-si, Gyeongsangbuk-do",www.singram.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Dr. Chung's Food Co., Ltd.",도매,1973,,www.vegemil.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"HEE CHANG TRADING CO., LTD.",농수축산물 가공 및 수출 판매,1980,"#146, CHUNGMU-DAERO, SEO-GU, BUSAN, KOREA",http://www.heechangtrade.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HEFS CO.,식품,2018,"51, Bokseong 15-gil, Yangmok-myeon, Chilgok-gun, Gyeongsangbuk-do",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,KF TRADING,무역,2001,"642, Jungang heightsbill, 754. Janghang, Dongku,Ilsan,/kyunggido",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Global Gangwon Trade Co.,Ltd.",도매 및 소매업,2014,"2315, Yeongseo-ro, Chuncheon-si, Gangwon-do",http://www.iggtmall.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Link Bridge International,무역 등,2016,"122, Saechang-ro, Yongsan-gu, Seoul, Korea",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"TRUE CORPORATION CO.,LTD.",상품종합 중개업,2018,"16-4, 16beon-gil, Dongbaekjungang-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",https://success20162018.modoo.at/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Pureun Foods co.,Ltd.","해조류 건조(김), 김양식",2009,"1105-18 Gatbulcheahum-Ro, Jongchun-Myun, Seochun-Gun, Chungnam-Do, Republic of korea",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,EVERFARM AGRICULTURAL CORP.,농산물생산및유통,2015,"31, Yeondong-gil, Sinbuk-myeon, Yeongam-gun, Jeollanam-do",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"GREEN VIL CO., LTD.",무역,2009,"701, WORLDPLAZA-1 BUILDING,  40 TECHNOSANGEOP-RO, HYEONPOONG,   DALSEONG. DAEGU. KOREA",www.greenvil.co
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"DONGSEO NONGSAN CO, LTD",무역,2005,"Rm.807, Cylux East Bldg., 295, Gwangpyeong-ro, Gangnam-gu, Seoul",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,DOTORI agricultural company,농업,2016,"312, Udeuraendeu-gil, Anyang-myeon, Jangheung-gun, Jeollanam-do",http://www.dotorifarm.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"WEDO CO., LTD.",수출 유통,2006,"932, Yangjae-daero, Songpa-gu, Seoul, Republic of Korea",www.wedofood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Good morning Korea CO.,LTD","무역업,농산물유통,판매",2009,"3F, 604, Cheonho-daero, Gwangjin-gu, Seoul, KOREA",https://www.gmkfresh.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Mammos Confectionery Co.,Ltd.","생과자, 과자, 기타, 무역업",1985,"8, Dunchon-daero 526beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",www.mammos.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Likus,무역업,2017,"No.11 4F 51, Yangjae-daero 113-gil, Gangdong-gu, Seoul, Korea",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,heasan,수출,2018,"200-9, UN village-gil, Yongsan-gu, Seoul",www.heasanglobal.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Daekwang F&G,"김치, 농산물저장가공",1990,"1530-2, Seobu-ro, Juchon-myeon, Gimhae-si, Gyeongsangnamdo, Korea",www.dkfng.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"DA JUNG CO., LTD.",식품제조업,1980,"28, Yeongil-ro 97 Beon-gil, Yeongjung-myeon, Pocheon-si, Gyeonggi-do, Korea 487884",www.damizle.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"SD Korea Co., Ltd","제조, 유통",2015,"70, Baksan-ro, Yuseong-gu, Daejeon",www.sd-korea.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Agricultural corporation Baro Korea,식품제조가공업,2016,"14-94, Chilbongsan-ro 34beon-gil, Yangju-si, Gyeonggi-do, Republic of Korea",http://www.barokimchi.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,OSONDOSON,"제조업,도매및소매업",2012,"16, Nagwon-dong-gil, Oseoseo-myeon, Sangju-si, Gyeongsangbuk-do South Korea",WWW.happybio114.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,woorido,"차류가공업, 인삼식품제조업",2017,"1447, Pyeongchang-daero, Daehwa-myeon, Pyeongchang-gun, Gangwon-do",www.woorido.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,woorido,"차류가공업, 인삼식품제조업",2017,"1447, Pyeongchang-daero, Daehwa-myeon, Pyeongchang-gun, Gangwon-do",www.woorido.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,1-beonji apiary,양봉,2014,"23-4, Handeul-ro, Hamyang-eup, Hamyang-gun, Gyeongsangnam-do, Republic of Korea",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"MONGGO FOODS CO., LTD.",장류 및 기타식품 등,1905,"18, Paryong-ro 371beon-gil, Uichang-gu, Changwon-si, Gyeongsangnam-do",www.monggofood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"JANGHEUNG FOOD CO.,LTD.","된장, 고추장, 간장, 청국장, 식량재배",2011,"49-19 GISAN-GIL, ANYANG-MYEON JANGHEUNG-GUN JEOLLANAMDO, KOREA",www.cjjfood.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Seoul F&B Co.,Ltd","유가공, 식품가공",2005,,http://www.seoulfnb.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"TRUE CORPORATION CO.,LTD.",상품종합 중개업,2018,"16-4, 16beon-gil, Dongbaekjungang-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",https://success20162018.modoo.at/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Nature Farm Corp.,농산물유통판매,2010,,www.nfdry.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Dnature Bio Labs Co., Ltd.","식음료수출, 기능성음료 연구개발",2016,"#B-801, Tera Tower 2, 201, Songpa-daero, Songpa-Gu, Seoul, S.Korea.",http://dnaturebiolabs.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Link Bridge International,무역 등,2016,"122, Saechang-ro, Yongsan-gu, Seoul, Korea",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"MONGGO FOODS CO., LTD.",장류 및 기타식품 등,1905,"18, Paryong-ro 371beon-gil, Uichang-gu, Changwon-si, Gyeongsangnam-do",www.monggofood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,RAON CORPORATION CO.,"상품 종합 도매,중개업",210,"16-4 16beon gil, Dongbaekjungang-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",https://success20162018.modoo.at/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,KF TRADING,무역,2001,"642, Jungang heightsbill, 754. Janghang, Dongku,Ilsan,/kyunggido",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"SD Korea Co., Ltd","제조, 유통",2015,"70, Baksan-ro, Yuseong-gu, Daejeon",www.sd-korea.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"sandol foods co,. ltd","면류, 떡류, 소스류",2004,"1009-9, Seorak-ro, Hongcheon-eup, Hongcheon-gun, Gangwon-do",http://www.sandolfood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Singram Food Co.,Ltd","절임식품(단무지, 쌈무, 우엉) 및 반찬류(무말랭이,양념깻잎,멸치볶음등)",1999,"15, Yeongsungongdan-gil, Yeongsun-myeon, Mungyeong-si, Gyeongsangbuk-do",www.singram.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,JANGMAEUL,"소스류, 장류",1998,"31, SHINHO-4GIL, CHODONG-MYEON, MIRYANG-SI, REPUBLIC OF KOREA",www.jangmaeul.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HEFS CO.,식품,2018,"51, Bokseong 15-gil, Yangmok-myeon, Chilgok-gun, Gyeongsangbuk-do",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"HEE CHANG TRADING CO., LTD.",농수축산물 가공 및 수출 판매,1980,"#146, CHUNGMU-DAERO, SEO-GU, BUSAN, KOREA",http://www.heechangtrade.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Ilhwa co.,ltd.",제조,1972,"21, Sangil-ro 6-gil, Gangdong-gu, Seoul",www.ilhwa.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,KF TRADING,무역,2001,"642, Jungang heightsbill, 754. Janghang, Dongku,Ilsan,/kyunggido",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"TRUE CORPORATION CO.,LTD.",상품종합 중개업,2018,"16-4, 16beon-gil, Dongbaekjungang-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",https://success20162018.modoo.at/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Namyang Dairy Products Co., Ltd","낙농품, 음료",1964,"240, Dosan-daero, Gangnam-gu, Seoul",http://company.namyangi.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"UNIONE Co.,Ltd.",도매 및 상품중개업,2016,"#504, 20-38, MUGUNGHWA-RO, ILSAN DONG-GU, GOYANG-SI, GYEONGGI-DO, REPUBLIC OF KOREA",www.unionekr.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,GYEONG BUK CORPORATION,도소매,1994,"76-7 Hyunnae-gil, Jinryangeup, Gyeongsan, Gyeongbuk,korea",www.gbci.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Lotte Chilsung Beverage Co.,Ltd.","청량음료, 식품, 주류",1950,,https://company.lottechilsung.co.kr/eng/main/index.do
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Quali Korea Corp.,"수출입업무,수출대행업,오퍼",2005,"905, 52 Achasan-ro 15gil, seongdong-gu, Seoul, Rep. of Korea",www.QKCfamily.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"HEE CHANG TRADING CO., LTD.",농수축산물 가공 및 수출 판매,1980,"#146, CHUNGMU-DAERO, SEO-GU, BUSAN, KOREA",http://www.heechangtrade.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"JK Food Co.,Ltd","조미김, 자반김, 수산물",2006,"4-37 Gwangnaman-Ro, Gwangju-Si, Gyeonggi-Do, KOREA.",www.jkfood.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"JK Food Co.,Ltd","조미김, 자반김, 수산물",2006,"4-37 Gwangnaman-Ro, Gwangju-Si, Gyeonggi-Do, KOREA.",www.jkfood.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"agri-coop tomato co.,ltd","식품제조가공, 유통",2014,"219, Baeunian-gil, Jeokseong-myeon, Paju-si, Gyeonggi-do,Korea",www.wellgreen.biz
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"DaeDoFood Co.,Ltd","과자류, 면류",2000,Chungbuk Okcheon-gun Okcheon-eup Yangsuro6-gil 72-24,Y
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Nakchun Co., Ltd","탁주, 음료, 식초",2010,"73, Gongdan 2-ro, Donghae-si, Gangwon-do, 25799, Korea",nakchun.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"YEJUFOOD CO.,LTD",한과,2013,"16,Doma 8-gil, Seo-gu, Daejeon, 35331 Repubilc of KOREA",www.yejufood.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HANVIT FOOD CORP.,"과자, 곡류가공품, 무역업",2008,"106, Naeyu-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",WWW.THEBASSK.COM
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,recyclebean,시설재배업,2018,"43-8, Bambachirwon-gil, Ujeong-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",www.recyclebean.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Mnfkorea Inc,기타식품제조가공,2010,"89,2000beon-gil,Singha-ro,Chahwang-myeon,",http://www.mnfkorea.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,H&P INTERNATIONAL,도소매 무역,2011,,www.hnpinternational.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Hapcheon Medical Herbs co.,ltd","제조업, 도, 소매업",1996,"16, Naegok-gil, Hapcheon-eup, Hapcheon-gun, Gyeongsangnam-do",www.sangrime.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Nokchawon Co., Ltd.","무역, 다류식품",1992,"84, Seocho-daero 4-gil, Seocho-gu, Seoul",www.nokchawon.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"SAVIA INT'L CO.,LTD.",수출/제조,2010,"W1417, hansinInterValley24, 322, Teheran-ro, Gangnam-gu, Seoul, Republic of Korea",www.saviaintl.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"DA JUNG CO., LTD.",식품제조업,1980,"28, Yeongil-ro 97 Beon-gil, Yeongjung-myeon, Pocheon-si, Gyeonggi-do, Korea 487884",www.damizle.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"MONGGO FOODS CO., LTD.",장류 및 기타식품 등,1905,"18, Paryong-ro 371beon-gil, Uichang-gu, Changwon-si, Gyeongsangnam-do",www.monggofood.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Dnature Bio Labs Co., Ltd.","식음료수출, 기능성음료 연구개발",2016,"#B-801, Tera Tower 2, 201, Songpa-daero, Songpa-Gu, Seoul, S.Korea.",http://dnaturebiolabs.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Woongjin Food,인삼제품 및 음료외,1976,"KTIS Sungin Bldg, 390, Jong-ro, Jongno-gu, Seoul, 03115 Korea",www.wjfood.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Hankook Tea Co.,차류,1951,106-1 Uijaero Donggu Gwangju city.Korea,www.hankooktea.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SAMJIN GLOBALNET,"무역업, 임대",1970,"562, Samseong-ro, Gangnam-gu, Seoul, Republic of Korea",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"HANSUNG FOOD CO ., LTD","제조, 도소매, 무역",1986,"9-10, Ojeong-ro 134 Beon-gil, Ojeong-gu, Bucheon-si, Gyeonggi-do, KOREA",www.hskimchi.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Singram Food Co.,Ltd","절임식품(단무지, 쌈무, 우엉) 및 반찬류(무말랭이,양념깻잎,멸치볶음등)",1999,"15, Yeongsungongdan-gil, Yeongsun-myeon, Mungyeong-si, Gyeongsangbuk-do",www.singram.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SUNNYVILLE CO,"통조림, 농산물 외",1996,"232, Ime-gil, Yangchon-myeon, Nonsan-si, Chungcheongnam-do, Korea",
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,FOOD ARENA,식품무역,2012,"Gaon B/D 3F, 1, Nonhyeon-ro 30-gil, Gangnam-gu, Seoul",http://www.fd-arena.co.kr/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,mantrading,제조업,2012,"50, Gaepo-ro 110-gil, Gangnam-gu, Seoul",www.matrading.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"All-right Agricultural Co.,Ltd","제조, 도소매",2019,"24-13, Jukjeon-gil, Pungsan-eup, Andong-si, Gyeongsangbuk-do, Korea",deagafarm.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Daeheung,"농임산물가공,농임산물",2008,"180 Daebu-gil, Jillyang-eup, Gyengsan-si, Gyesang-buk-do, korea",www.alalri.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,IKG KOREA CO.,무역,2011,"F718, Centumbiz, 45 Jojeong-daero, Hanam-si, Gyeonggi-do, Korea",www.ikgkorea.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Nature Farm Corp.,농산물유통판매,2010,,www.nfdry.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Nokchawon Co., Ltd.","무역, 다류식품",1992,"84, Seocho-daero 4-gil, Seocho-gu, Seoul",www.nokchawon.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HEFS CO.,식품,2018,"51, Bokseong 15-gil, Yangmok-myeon, Chilgok-gun, Gyeongsangbuk-do",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SLGOL NONGJANG,농산물,2007,"838,Jirisan-daero,Sicheon-myeon,Sancheong-Gyeongsagnam-do",www.지리산의입맞춤.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SPC GFS,수출입업,2014,"13, Dunchon-daero 457beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do",WWW.SPCGFS.CO.KR
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"DA JUNG CO., LTD.",식품제조업,1980,"28, Yeongil-ro 97 Beon-gil, Yeongjung-myeon, Pocheon-si, Gyeonggi-do, Korea 487884",www.damizle.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Dnature Bio Labs Co., Ltd.","식음료수출, 기능성음료 연구개발",2016,"#B-801, Tera Tower 2, 201, Songpa-daero, Songpa-Gu, Seoul, S.Korea.",http://dnaturebiolabs.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"IDO. Co.,Ltd","농업, 제조업",2007,,"www.idotea.kr,www.korean-t.com"
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Ilhwa co.,ltd.",제조,1972,"21, Sangil-ro 6-gil, Gangdong-gu, Seoul",www.ilhwa.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,backchabio,도매 및 소매업,2019,"The first floor of 1629 Mecamart west of Juchon-myeon, Gimhae, Gyeongsangnam-do",https://smartstore.naver.com/qorck0451
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,dafina,잼,2018,"18, Seokchonhosu-ro 18-gil, Songpa-gu, Seoul, Republic of Korea",www.dafina.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Good morning Korea CO.,LTD","무역업,농산물유통,판매",2009,"3F, 604, Cheonho-daero, Gwangjin-gu, Seoul, KOREA",https://www.gmkfresh.com/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SAMJIN GLOBALNET,"무역업, 임대",1970,"562, Samseong-ro, Gangnam-gu, Seoul, Republic of Korea",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Wellbeing Farm Co.,과채가공품 외,2013,"27, Donggal-gil, Ayeong-myeon, Namwon-si, Jeollabuk-do",www.jirisanproduce.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Freshis. Co., Ltd",무역업,2014,"507, Building No.3, 21, Jungang-ro 14-gil, Jeju-si,Jeju Special Self-Governing Province, Republic of Korea, 63169",http://www.freshisland.co.kr/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"YOUNGWON TRADE CO.,LTD",수출업,2007,"270, Seongbok 2-ro, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea",www.youngowon-trade.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Hwayo co., ltd",증류식 소주,2003,"848, Gyeongchung-daero, Ganam-eup, Yeoju-si, Gyeonggi-do",www.hwayo.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Quali Korea Corp.,"수출입업무,수출대행업,오퍼",2005,"905, 52 Achasan-ro 15gil, seongdong-gu, Seoul, Rep. of Korea",www.QKCfamily.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"HANGILWELLBIO CO.,LTD.",작물,2011,"35, Wolgok 2-gil, Cheongdo-eup, Cheongdo-gun, Gyeongsangbuk-do, Republic of Korea",www.gumaguma.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,PCC Corporation,작물재배업 제조업(식품 화장품),2016,"61-61, Surijae-gil, Mitan-myeon, Pyeongchang-gun, Gangwon-do, Republic of Korea",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,RAON CORPORATION CO.,"상품 종합 도매,중개업",210,"16-4 16beon gil, Dongbaekjungang-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",https://success20162018.modoo.at/
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,GRC Corp.,제조업,2014,"199, Gaya-ro, Gimhae-si, Gyeongsangnam-do",http://www.goodricecake.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Nature Farm Corp.,농산물유통판매,2010,,www.nfdry.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Quali Korea Corp.,"수출입업무,수출대행업,오퍼",2005,"905, 52 Achasan-ro 15gil, seongdong-gu, Seoul, Rep. of Korea",www.QKCfamily.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Daeheung,"농임산물가공,농임산물",2008,"180 Daebu-gil, Jillyang-eup, Gyengsan-si, Gyesang-buk-do, korea",www.alalri.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,N&B FOOD,견과류 가공업,2018,"658, Ssangbong-ro, Ujeong-eup, Hwaseong-si, Gyeonggi-do",https://smartstore.naver.com/nnbfood
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HANVIT FOOD CORP.,"과자, 곡류가공품, 무역업",2008,"106, Naeyu-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",WWW.THEBASSK.COM
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Mnfkorea Inc,기타식품제조가공,2010,"89,2000beon-gil,Singha-ro,Chahwang-myeon,",http://www.mnfkorea.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"jelzonfood co.,ltd.",도매,2007,,N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"SERIM HYUNMI CO., LTD.",식물성유지,2003,"24, Gongdan 1-gil, Jeongeup-si, Jeollabuk-do, 56154, Republic of Korea",www.serim.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Marineseed Korea,수출업체,2015,"27, Bucheon-ro 136beon-gil, Bucheon-si, Gyeonggi-do",www.marineseed.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Chamjayeon.Co.,Ltd.",제조업,2011,"136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do",http://www.bbstory.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Miryang coffeewill co.LTD.,커피가공업,2018,"672-19 Out of the Mountain on the Outside of the Mountain in Miryang, Gyeongsangnam-do",www.coffeewill.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"mcfoodise CO.,LTD","제조업,도매,기술서비스업",2018,"4, Guksecheong-ro, Sejong-si, Republic of Korea",https://sweetbene.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,SINSEON EORAM,제조업,2016,"124, Baekgogae-gil, Gonjiam-eup, Gwangju-si, Gyeonggi-do",www.sinseonfood.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"KOREA NATURAL FOOD CO.,LTD",제조업,1987,,www.dooraeone.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,HARIM CORPORATION,축산,2011,Harim Corporation,harim.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Korean pears cooperative union,농업,2012,"218, Dusan-gil, Munsan-eup, Jinju-si, Gyeongsangnam-do",N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,GYEONG NAM TRADING INC,"무역 도소매, 중개업, 전시박람회",1994,"224-153, Haean-daero, Masanhappo-gu, Changwon-si, Gyeongsangnam-do",www.gnti.co.kr
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,N&B FOOD,견과류 가공업,2018,"658, Ssangbong-ro, Ujeong-eup, Hwaseong-si, Gyeonggi-do",https://smartstore.naver.com/nnbfood
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"jelzonfood co.,ltd.",도매,2007,,N
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,Quali Korea Corp.,"수출입업무,수출대행업,오퍼",2005,"905, 52 Achasan-ro 15gil, seongdong-gu, Seoul, Rep. of Korea",www.QKCfamily.com
2019 하반기 대규모 수출상담회(BKF),aT센터,2019,10,23,"Namyang Dairy Products Co., Ltd","낙농품, 음료",1964,"240, Dosan-daero, Gangnam-gu, Seoul",http://company.namyangi.com/
