country_ko,country,product_ko,inquiry_date,source,hs_prefix
미국,US,스킨케어,2024-07-02,SMBA_INQUIRY_2024,3304
방글라데시,BD,가스자동조절기,2024-07-02,SMBA_INQUIRY_2024,
중국,CN,천연 방부제 원재료,2024-07-02,SMBA_INQUIRY_2024,
폴란드,PL,피규어,2024-07-02,SMBA_INQUIRY_2024,
인도,IN,다채널 저주파 치료기,2024-07-02,SMBA_INQUIRY_2024,
대한민국,,PVC 튜브,2024-07-02,SMBA_INQUIRY_2024,
프랑스,FR,샴푸,2024-07-02,SMBA_INQUIRY_2024,3305
모리셔스,,소주,2024-07-02,SMBA_INQUIRY_2024,
타이,,조미김,2024-07-02,SMBA_INQUIRY_2024,
베트남,VN,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
캄보디아,KH,조미김,2024-07-02,SMBA_INQUIRY_2024,
페루,PE,소주,2024-07-02,SMBA_INQUIRY_2024,
말레이시아,MY,조미김,2024-07-02,SMBA_INQUIRY_2024,
모리셔스,,조미김,2024-07-02,SMBA_INQUIRY_2024,
태국,TH,조미김,2024-07-02,SMBA_INQUIRY_2024,
베트남,VN,조미김,2024-07-02,SMBA_INQUIRY_2024,
싱가포르,SG,김자반,2024-07-02,SMBA_INQUIRY_2024,
중국,CN,김자반,2024-07-02,SMBA_INQUIRY_2024,
캄보디아,KH,도시락김,2024-07-02,SMBA_INQUIRY_2024,
태국,TH,김자반,2024-07-02,SMBA_INQUIRY_2024,
베트남,VN,소주,2024-07-02,SMBA_INQUIRY_2024,
독일,DE,소주,2024-07-02,SMBA_INQUIRY_2024,
중국,CN,젤리,2024-07-02,SMBA_INQUIRY_2024,
싱가포르,SG,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
홍콩 ,,젤리,2024-07-02,SMBA_INQUIRY_2024,
인도네시아,ID,젤리,2024-07-02,SMBA_INQUIRY_2024,
일본,JP,소주,2024-07-02,SMBA_INQUIRY_2024,
중국,CN,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
홍콩 ,,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
말레이시아,MY,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
인도네시아,ID,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
아랍에미리트,AE,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
이스라엘,IL,소주,2024-07-02,SMBA_INQUIRY_2024,
영국,GB,소주,2024-07-02,SMBA_INQUIRY_2024,
태국,TH,젤리,2024-07-02,SMBA_INQUIRY_2024,
모리셔스,,젤리,2024-07-02,SMBA_INQUIRY_2024,
베트남,VN,도시락김,2024-07-02,SMBA_INQUIRY_2024,
이스라엘,IL,스낵,2024-07-02,SMBA_INQUIRY_2024,1905
러시아,RU,조미김,2024-07-02,SMBA_INQUIRY_2024,
베트남,VN,김자반,2024-07-02,SMBA_INQUIRY_2024,
영국,GB,조미김,2024-07-02,SMBA_INQUIRY_2024,
말레이시아,MY,도시락김,2024-07-02,SMBA_INQUIRY_2024,
모리셔스,,도시락김,2024-07-02,SMBA_INQUIRY_2024,
대한민국,,오토바이 액세서리 ,2024-07-02,SMBA_INQUIRY_2024,
미국,US,기타 기계 및 산업 장비 ,2024-07-02,SMBA_INQUIRY_2024,8479
브라질,BR,야금,2024-07-02,SMBA_INQUIRY_2024,
대한민국,,랩핑기,2024-07-02,SMBA_INQUIRY_2024,
대한민국,,RM 시리즈 ,2024-07-02,SMBA_INQUIRY_2024,
말레이시아,MY,유아 장난감,2024-07-02,SMBA_INQUIRY_2024,9503
오스트레일리아,,솔잎증류농축액,2024-07-02,SMBA_INQUIRY_2024,
이탈리아,IT,천연방부제,2024-07-02,SMBA_INQUIRY_2024,
미국,US,세차기 포스트 리프트 (Car Pour Post Lift),2024-07-02,SMBA_INQUIRY_2024,0902
베트남,VN,온도 / 볼티지 컨트롤러 (Temperature & Voltage Controller),2024-07-02,SMBA_INQUIRY_2024,
아랍에미리트,AE,HAAY Hmm Aw Ah Yeah A Mask Sheet,2024-07-02,SMBA_INQUIRY_2024,
싱가포르,SG,홍삼스틱,2024-07-02,SMBA_INQUIRY_2024,2106
멕시코,MX,접착시트,2024-07-02,SMBA_INQUIRY_2024,
인도 ,,부풀음테이프,2024-07-02,SMBA_INQUIRY_2024,
미국,US,모종 화분,2024-07-02,SMBA_INQUIRY_2024,
일본,JP,모종 화분,2024-07-02,SMBA_INQUIRY_2024,
네덜란드,NL,소스 및 시즈닝,2024-07-02,SMBA_INQUIRY_2024,2103
인도,IN,여성속옷,2024-07-02,SMBA_INQUIRY_2024,6208
영국,GB,봉합사,2024-07-02,SMBA_INQUIRY_2024,
대만,TW,스킨케어 클린징 패드,2024-07-02,SMBA_INQUIRY_2024,3304
폴란드,PL,볶음면,2024-07-02,SMBA_INQUIRY_2024,5208
폴란드,PL,비빔라면,2024-07-02,SMBA_INQUIRY_2024,1902
멕시코,MX,스킨케어,2024-07-02,SMBA_INQUIRY_2024,3304
브라질,BR,화장품,2024-07-02,SMBA_INQUIRY_2024,3304
미국,US,"NMF 아미노산, 누에고치 함량 모이스처 크림",2024-07-02,SMBA_INQUIRY_2024,3304
홍콩,HK,손발조형 세트,2024-07-02,SMBA_INQUIRY_2024,
홍콩,HK,"신생아 출산 선물세트 (배냇저고리, 손싸개, 신생아모자, 신생아양말)",2024-07-02,SMBA_INQUIRY_2024,2201
홍콩,HK,아기띠,2024-07-02,SMBA_INQUIRY_2024,
영국,GB,숙취해소음료,2024-07-02,SMBA_INQUIRY_2024,2202
파키스탄,PK,"다이어트 식품, 비건식품(식이섬유소 빵과 비스킷)",2024-07-02,SMBA_INQUIRY_2024,1905
파키스탄,PK,친수 코팅제,2024-07-02,SMBA_INQUIRY_2024,
파키스탄,PK,그리드 스크레이퍼,2024-07-02,SMBA_INQUIRY_2024,
영국,GB,백년초 식이섬유소 빵과 비스킷,2024-07-02,SMBA_INQUIRY_2024,1905
키르기스스탄,,"피부미용기 - 다이아소노310, 헤라버큠, 하이펙트",2024-07-02,SMBA_INQUIRY_2024,
파키스탄,PK,탈모방지샴푸,2024-07-02,SMBA_INQUIRY_2024,3305
일본,JP," 마스크팩, 세럼, 로션 등 스킨케어 제품",2024-07-02,SMBA_INQUIRY_2024,3304
일본,JP,스킨케어라인 OEM,2024-07-02,SMBA_INQUIRY_2024,3304
튀르키예,,휴대/점보용 각질제거 모공패드,2024-07-02,SMBA_INQUIRY_2024,
일본,JP,립스틱,2024-07-02,SMBA_INQUIRY_2024,3304
캄보디아,KH,화장품,2024-07-02,SMBA_INQUIRY_2024,3304
인도,IN,골밀도측정기,2024-07-02,SMBA_INQUIRY_2024,1001
스페인,ES,두피 파우더 트리트먼트,2024-07-02,SMBA_INQUIRY_2024,3304
스페인,ES,헤어 부스터,2024-07-02,SMBA_INQUIRY_2024,3305
스페인,ES,탈모방지 헤어부스터,2024-07-02,SMBA_INQUIRY_2024,3305
스페인,ES,헤어 엑소좀 앰플,2024-07-02,SMBA_INQUIRY_2024,3304
스페인,ES,두피 세럼,2024-07-02,SMBA_INQUIRY_2024,3304
스페인,ES,줄기세포 두피케어 부스터,2024-07-02,SMBA_INQUIRY_2024,3305
미국,US,온도컨틀로러 ,2024-07-03,SMBA_INQUIRY_2024,
사우디아라비아,SA,스틸밴드,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,천연 방부제 원재료,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,컨베이어,2024-07-03,SMBA_INQUIRY_2024,
미국,US,치과용 부품,2024-07-03,SMBA_INQUIRY_2024,
대만,TW,반사필름,2024-07-03,SMBA_INQUIRY_2024,
폴란드,PL,피규어,2024-07-03,SMBA_INQUIRY_2024,
대한민국,,PVC 튜브,2024-07-03,SMBA_INQUIRY_2024,
말레이시아,MY,차단기 리클로저,2024-07-03,SMBA_INQUIRY_2024,0902
타이,,조미김,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
캄보디아,KH,조미김,2024-07-03,SMBA_INQUIRY_2024,
페루,PE,소주,2024-07-03,SMBA_INQUIRY_2024,
말레이시아,MY,조미김,2024-07-03,SMBA_INQUIRY_2024,
모리셔스,,조미김,2024-07-03,SMBA_INQUIRY_2024,
태국,TH,조미김,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,조미김,2024-07-03,SMBA_INQUIRY_2024,
싱가포르,SG,김자반,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,김자반,2024-07-03,SMBA_INQUIRY_2024,
캄보디아,KH,도시락김,2024-07-03,SMBA_INQUIRY_2024,
태국,TH,김자반,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,소주,2024-07-03,SMBA_INQUIRY_2024,
독일,DE,소주,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,젤리,2024-07-03,SMBA_INQUIRY_2024,
싱가포르,SG,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
홍콩 ,,젤리,2024-07-03,SMBA_INQUIRY_2024,
인도네시아,ID,젤리,2024-07-03,SMBA_INQUIRY_2024,
일본,JP,소주,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
홍콩 ,,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
말레이시아,MY,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
인도네시아,ID,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
아랍에미리트,AE,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
이스라엘,IL,소주,2024-07-03,SMBA_INQUIRY_2024,
영국,GB,소주,2024-07-03,SMBA_INQUIRY_2024,
태국,TH,젤리,2024-07-03,SMBA_INQUIRY_2024,
모리셔스,,젤리,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,도시락김,2024-07-03,SMBA_INQUIRY_2024,
이스라엘,IL,스낵,2024-07-03,SMBA_INQUIRY_2024,1905
러시아,RU,조미김,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,김자반,2024-07-03,SMBA_INQUIRY_2024,
영국,GB,조미김,2024-07-03,SMBA_INQUIRY_2024,
말레이시아,MY,도시락김,2024-07-03,SMBA_INQUIRY_2024,
모리셔스,,도시락김,2024-07-03,SMBA_INQUIRY_2024,
필리핀,PH,도시락김,2024-07-03,SMBA_INQUIRY_2024,
영국,GB,도시락김,2024-07-03,SMBA_INQUIRY_2024,
방글라데시,BD,전자 제품 가공기 ,2024-07-03,SMBA_INQUIRY_2024,
카타르,QA,니들밸브 ,2024-07-03,SMBA_INQUIRY_2024,8481
없음,,오메가 라이트 (미용기기),2024-07-03,SMBA_INQUIRY_2024,
몽골 ,,병원의자 ,2024-07-03,SMBA_INQUIRY_2024,9401
인도,IN,재활용 의류 ,2024-07-03,SMBA_INQUIRY_2024,6109
필리핀,PH,양방향무선송수신기,2024-07-03,SMBA_INQUIRY_2024,
인도네시아,ID,더마 샴푸,2024-07-03,SMBA_INQUIRY_2024,3305
미국,US,체인 (KS-1119),2024-07-03,SMBA_INQUIRY_2024,
미국,US,폴리프로필렌 왁스,2024-07-03,SMBA_INQUIRY_2024,
미국,US,게이트 밸브,2024-07-03,SMBA_INQUIRY_2024,8481
인도네시아,ID,스위칭 모드 파워 서플라이 (HSF Series-Switching Mode Power Supply),2024-07-03,SMBA_INQUIRY_2024,
방글라데시,BD,가스절약기,2024-07-03,SMBA_INQUIRY_2024,3004
필리핀,PH,폴리글리카프론 봉합사,2024-07-03,SMBA_INQUIRY_2024,
러시아,RU,무연 전기 바베큐 그릴(모닝아트 미라쿡 MA-1900A),2024-07-03,SMBA_INQUIRY_2024,
러시아,RU,무연 전기 그릴 ,2024-07-03,SMBA_INQUIRY_2024,
러시아연방,,"Smokeless electric bbq Grill, Morningart MiraCook MA-1900A",2024-07-03,SMBA_INQUIRY_2024,
몽골,MN,Bioderm,2024-07-03,SMBA_INQUIRY_2024,
미국,US,블라인드,2024-07-03,SMBA_INQUIRY_2024,
프랑스,FR,마스크팩,2024-07-03,SMBA_INQUIRY_2024,3304
중국,CN,기계 클리너 ,2024-07-03,SMBA_INQUIRY_2024,8479
인도,IN,심박동변동분석기,2024-07-03,SMBA_INQUIRY_2024,
인도,IN,건조대,2024-07-03,SMBA_INQUIRY_2024,
루마니아,,드론 헌터 ,2024-07-03,SMBA_INQUIRY_2024,8806
크로아티아,,Mini CO2 Incubator,2024-07-03,SMBA_INQUIRY_2024,
미국,US,두피에센스,2024-07-03,SMBA_INQUIRY_2024,3305
미국,US,임플란트용 스크류,2024-07-03,SMBA_INQUIRY_2024,
미국,US,치아교정용 장비,2024-07-03,SMBA_INQUIRY_2024,3306
미국,US,치위생용 미니 스크류 ,2024-07-03,SMBA_INQUIRY_2024,
몽골,MN,피자칩 (스낵류),2024-07-03,SMBA_INQUIRY_2024,1905
미국,US,Instant Noodle Cooker,2024-07-03,SMBA_INQUIRY_2024,
폴란드,PL,드릴,2024-07-03,SMBA_INQUIRY_2024,
미국,US,어린이용 홍삼,2024-07-03,SMBA_INQUIRY_2024,2106
베트남 ,,산업테이프,2024-07-03,SMBA_INQUIRY_2024,
이스라엘,IL,부풀음테이프,2024-07-03,SMBA_INQUIRY_2024,
미국,US,모종 화분,2024-07-03,SMBA_INQUIRY_2024,
일본,JP,모종 화분,2024-07-03,SMBA_INQUIRY_2024,
인도,IN,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
캄보디아,KH,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
중국,CN,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
필리핀,PH,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
태국,TH,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
모리셔스,,건강 음료,2024-07-03,SMBA_INQUIRY_2024,2202
사이프러스,,밀크 티,2024-07-03,SMBA_INQUIRY_2024,1001
베트남,VN,밀크 티,2024-07-03,SMBA_INQUIRY_2024,1001
타이,,밀크 티,2024-07-03,SMBA_INQUIRY_2024,1001
중국,CN,밀크 티,2024-07-03,SMBA_INQUIRY_2024,1001
인도네시아,ID,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
베트남,VN,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
영국,GB,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
Mae Krua,,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
말레이시아,MY,소스파우더,2024-07-03,SMBA_INQUIRY_2024,3304
이스라엘,IL,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
베트남,VN,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
중국,CN,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
네팔,,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
타이,,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
말레이시아,MY,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
홍콩,HK,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
태국,TH,농업 및 식품 ,2024-07-03,SMBA_INQUIRY_2024,2106
홍콩,HK,"건강음료, 과일주",2024-07-03,SMBA_INQUIRY_2024,2202
타이,,"건강음료, 과일주",2024-07-03,SMBA_INQUIRY_2024,2202
바레인,BH,"건강음료, 과일주",2024-07-03,SMBA_INQUIRY_2024,2202
베트남,VN,"건강음료, 과일주",2024-07-03,SMBA_INQUIRY_2024,2202
필리핀,PH,"건강음료, 과일주",2024-07-03,SMBA_INQUIRY_2024,2202
타이,,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
칠레,CL,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
필리핀,PH,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
몽골,MN,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
캄보디아,KH,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
말레이시아,MY,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
미얀마,MM,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
베트남,VN,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
싱가포르,SG,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
오스트레일리아,,"건강기능식품, 음료",2024-07-03,SMBA_INQUIRY_2024,2106
태국,TH,와인보호백,2024-07-03,SMBA_INQUIRY_2024,
말레이시아,MY,와인보호백,2024-07-03,SMBA_INQUIRY_2024,
대한민국,,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
중국,CN,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
태국,TH,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
인도네시아,ID,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
아랍에미리트,AE,숙취해소제,2024-07-03,SMBA_INQUIRY_2024,
홍콩,HK,내화 금고,2024-07-03,SMBA_INQUIRY_2024,
네덜란드,NL,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
러시아연방,,소스 및 시즈닝,2024-07-03,SMBA_INQUIRY_2024,2103
미국,US,스팀카워셔 ,2024-07-03,SMBA_INQUIRY_2024,
인도,IN,안경테,2024-07-03,SMBA_INQUIRY_2024,
스페인,ES,스포츠 테이프(Sports tape),2024-07-03,SMBA_INQUIRY_2024,9506
미국,US,알로에 음료(Aloe drink),2024-07-03,SMBA_INQUIRY_2024,2202
태국,TH,"인조대리석, 접착제",2024-07-03,SMBA_INQUIRY_2024,3506
독일,DE,스킨케어,2024-07-03,SMBA_INQUIRY_2024,3304
홍콩,HK,"유아잡화, 의류, 액세서리",2024-07-03,SMBA_INQUIRY_2024,6109
홍콩,HK,"Dr.Itch 민감성 피부라인 에센스, 보습크림, 수분크림, 클렌징폼, 베이비크림",2024-07-03,SMBA_INQUIRY_2024,3304
도미니카,,"솔트 마사지 고체 워시바, 아로마 배쓰 솔트",2024-07-03,SMBA_INQUIRY_2024,
도미니카,,모니터용 넝쿨식물 화분,2024-07-03,SMBA_INQUIRY_2024,8528
영국,GB,드라이아이스이용 세정제,2024-07-03,SMBA_INQUIRY_2024,
영국,GB,경추용 헬스케어 체어,2024-07-03,SMBA_INQUIRY_2024,
방글라데시,BD,드라이아이스이용 세정제,2024-07-03,SMBA_INQUIRY_2024,
방글라데시,BD,젠더리스 화장품,2024-07-03,SMBA_INQUIRY_2024,3304
파키스탄,PK,자동차용 요소수,2024-07-03,SMBA_INQUIRY_2024,8703
파키스탄,PK,냉동만두,2024-07-03,SMBA_INQUIRY_2024,
키르기스스탄,,개인용 미세전류 헬스케어 손목 밴드와 마스크,2024-07-03,SMBA_INQUIRY_2024,
키르기스스탄,,정맥뷰어시스템(의료기기-정맥주사시에 혈관이 안보이는 환자들),2024-07-03,SMBA_INQUIRY_2024,9018
홍콩,HK,무지외반증 교정기,2024-07-03,SMBA_INQUIRY_2024,
홍콩,HK,발가락 교정기,2024-07-03,SMBA_INQUIRY_2024,
인도네시아,ID,"폴리우레탄 주물, PU 폼 첨가제, 고무 첨가제 및 기계용 화학원료",2024-07-03,SMBA_INQUIRY_2024,8479
괌,,크레인,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,키즈나이트 건강식품,2024-07-03,SMBA_INQUIRY_2024,2106
베트남,VN,키즈용 건강 쌀과자,2024-07-03,SMBA_INQUIRY_2024,1905
베트남,VN,어린이 칼슘 보충제,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,"베이비 이유식, 영양죽",2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,키즈용 통째인삼,2024-07-03,SMBA_INQUIRY_2024,
베트남,VN,키즈 멀티비타민,2024-07-03,SMBA_INQUIRY_2024,2106
베트남,VN,어린이 건강퓨레쥬스,2024-07-03,SMBA_INQUIRY_2024,
싱가포르,SG,"동충하초 , 비타민 제품",2024-07-03,SMBA_INQUIRY_2024,2106
싱가포르,SG,블랙마카 가공 건강보조제,2024-07-03,SMBA_INQUIRY_2024,
싱가포르,SG,오가닉 농산가공스낵,2024-07-03,SMBA_INQUIRY_2024,1905
싱가포르,SG,단백질쉐이크,2024-07-03,SMBA_INQUIRY_2024,
싱가포르,SG,꿀가공건강식품,2024-07-03,SMBA_INQUIRY_2024,2106
싱가포르,SG,스낵 및 음료제품,2024-07-03,SMBA_INQUIRY_2024,1905
아랍에미레이트,,연료 필터 ,2024-07-03,SMBA_INQUIRY_2024,
필리핀,PH,냉매 축적기 및 오일 분리기,2024-07-03,SMBA_INQUIRY_2024,
아랍에미레이트,,선박용 모터 ,2024-07-03,SMBA_INQUIRY_2024,8501
중국 ,,비건라면,2024-07-03,SMBA_INQUIRY_2024,1902
호주,AU,냉동 떡볶이,2024-07-03,SMBA_INQUIRY_2024,
인도,IN,심전도 체크 모니터 ,2024-07-03,SMBA_INQUIRY_2024,8528
인도,IN,환자용 바이탈체크 모니터,2024-07-03,SMBA_INQUIRY_2024,8528
아랍에미레이트,,엑스레이 관련 기기 ,2024-07-03,SMBA_INQUIRY_2024,
아랍에미레이트,,의료기기,2024-07-03,SMBA_INQUIRY_2024,9018
멕시코,MX,스킨케어,2024-07-03,SMBA_INQUIRY_2024,3304
타이,,하이드록실 씰,2024-07-03,SMBA_INQUIRY_2024,5402
이란,IR,스킨케어 화장품,2024-07-03,SMBA_INQUIRY_2024,3304
베트남,VN,생리대,2024-07-03,SMBA_INQUIRY_2024,
홍콩,HK,스마트 초퍼 이유식 다지기,2024-07-03,SMBA_INQUIRY_2024,
콜롬비아,CO,스킨케어 화장픔,2024-07-04,SMBA_INQUIRY_2024,3304
미국,US,산업용 가스,2024-07-04,SMBA_INQUIRY_2024,8479
인도,IN,디지털 체온계,2024-07-04,SMBA_INQUIRY_2024,
베트남,VN,도장 용품,2024-07-04,SMBA_INQUIRY_2024,
미국,US,온도컨틀로러 ,2024-07-04,SMBA_INQUIRY_2024,
베트남,VN,김,2024-07-04,SMBA_INQUIRY_2024,
쿠웨이트,KW,온습도센서,2024-07-04,SMBA_INQUIRY_2024,
프랑스,FR,바베큐 그릴,2024-07-04,SMBA_INQUIRY_2024,
미국,US,스킨케어,2024-07-04,SMBA_INQUIRY_2024,3304
미국,US,치과용 부품,2024-07-04,SMBA_INQUIRY_2024,
말레이시아,MY,차단기 리클로저,2024-07-04,SMBA_INQUIRY_2024,0902
미국,US,커피,2024-07-04,SMBA_INQUIRY_2024,0901
사우디아라비아,SA,전기 분무기,2024-07-04,SMBA_INQUIRY_2024,
필리핀,PH,도시락김,2024-07-04,SMBA_INQUIRY_2024,
태국,TH,조미김,2024-07-04,SMBA_INQUIRY_2024,
영국,GB,도시락김,2024-07-04,SMBA_INQUIRY_2024,
베트남,VN,도시락김,2024-07-04,SMBA_INQUIRY_2024,
터키,TR,스킨 케어 ,2024-07-04,SMBA_INQUIRY_2024,3304
브라질,BR,야금,2024-07-04,SMBA_INQUIRY_2024,
대한민국,,랩핑기,2024-07-04,SMBA_INQUIRY_2024,
대한민국,,RM 시리즈 ,2024-07-04,SMBA_INQUIRY_2024,
베트남,VN,로내카메라,2024-07-04,SMBA_INQUIRY_2024,8525
오스트레일리아,,솔잎증류농축액,2024-07-04,SMBA_INQUIRY_2024,
이탈리아,IT,천연방부제,2024-07-04,SMBA_INQUIRY_2024,
미국,US,게이트 밸브,2024-07-04,SMBA_INQUIRY_2024,8481
쿠웨이트,KW,온도센서,2024-07-04,SMBA_INQUIRY_2024,
대한민국,,반자동 랩핑기,2024-07-04,SMBA_INQUIRY_2024,
미국,US,세차기 포스트 리프트 (Car Pour Post Lift),2024-07-04,SMBA_INQUIRY_2024,0902
베트남,VN,온도 / 볼티지 컨트롤러 (Temperature & Voltage Controller),2024-07-04,SMBA_INQUIRY_2024,
인도네시아,ID,스위칭 모드 파워 서플라이 (HSF Series-Switching Mode Power Supply),2024-07-04,SMBA_INQUIRY_2024,
대한민국,,"진공펌프, 진공컵 외",2024-07-04,SMBA_INQUIRY_2024,8413
영국,GB,보툴렉스200 (보톡스),2024-07-04,SMBA_INQUIRY_2024,
러시아,RU,무연 전기 그릴 ,2024-07-04,SMBA_INQUIRY_2024,
네덜란드,NL,1238 Piston,2024-07-04,SMBA_INQUIRY_2024,
오스트레일리아,,"EPE, Polymer Seal",2024-07-04,SMBA_INQUIRY_2024,
브라질,BR,MEDITOXIN Botulinum Toxin 100U,2024-07-04,SMBA_INQUIRY_2024,
미국,US,Jeju Mandarin Drip Coffee,2024-07-04,SMBA_INQUIRY_2024,
일본,JP,알루미늄 연결 부속품,2024-07-04,SMBA_INQUIRY_2024,7606
싱가포르,SG,홍삼스틱,2024-07-04,SMBA_INQUIRY_2024,2106
미국,US,어린이용 홍삼,2024-07-04,SMBA_INQUIRY_2024,2106
일본,JP,모종 화분,2024-07-04,SMBA_INQUIRY_2024,
독일,DE,"플라스틱 푸쉬 핏, 밸브",2024-07-04,SMBA_INQUIRY_2024,3926
인도네시아,ID,소스 및 시즈닝,2024-07-04,SMBA_INQUIRY_2024,2103
베트남,VN,소스 및 시즈닝,2024-07-04,SMBA_INQUIRY_2024,2103
영국,GB,소스 및 시즈닝,2024-07-04,SMBA_INQUIRY_2024,2103
Mae Krua,,소스 및 시즈닝,2024-07-04,SMBA_INQUIRY_2024,2103
말레이시아,MY,소스파우더,2024-07-04,SMBA_INQUIRY_2024,3304
홍콩,HK,내화 금고,2024-07-04,SMBA_INQUIRY_2024,
러시아연방,,소스 및 시즈닝,2024-07-04,SMBA_INQUIRY_2024,2103
아랍에미리트,AE,보석류,2024-07-04,SMBA_INQUIRY_2024,
아랍에미리트,AE,귀금속,2024-07-04,SMBA_INQUIRY_2024,
브라질,BR,메이크업 화장품,2024-07-04,SMBA_INQUIRY_2024,3304
미국,US,알로에 음료(Aloe drink),2024-07-04,SMBA_INQUIRY_2024,2202
일본,JP,"보톡스, 필러, 스킨케어 화장품",2024-07-04,SMBA_INQUIRY_2024,3304
네덜란드,NL,"보톡스, 필러, 스킨케어 화장품",2024-07-04,SMBA_INQUIRY_2024,3304
베트남,VN,"케미칼, 레진, 폴리올혼합물 등 ",2024-07-04,SMBA_INQUIRY_2024,2201
대만,TW,"구두약, 자동차 광택제 외",2024-07-04,SMBA_INQUIRY_2024,8703
일본,JP,구강청결 관리제품,2024-07-04,SMBA_INQUIRY_2024,3306
베트남,VN,인삼 추출물(Ginseng extract),2024-07-04,SMBA_INQUIRY_2024,2201
오스트레일리아,,자외선 차단제(Sunscreen),2024-07-04,SMBA_INQUIRY_2024,3304
베트남,VN,유기농김,2024-07-04,SMBA_INQUIRY_2024,
독일,DE,스킨케어,2024-07-04,SMBA_INQUIRY_2024,3304
홍콩,HK,아반키 친환경 쿨링 침구세트,2024-07-04,SMBA_INQUIRY_2024,
홍콩,HK,쥐가오리 턱받이 매트 세트,2024-07-04,SMBA_INQUIRY_2024,
홍콩,HK,"배냇저고리,속싸개",2024-07-04,SMBA_INQUIRY_2024,
인도네시아,ID,"폴리우레탄 주물, PU 폼 첨가제, 고무 첨가제 및 기계용 화학원료 및 원자재",2024-07-04,SMBA_INQUIRY_2024,8479
말레이시아,MY,N-메틸피롤리돈,2024-07-04,SMBA_INQUIRY_2024,
방글라데시,BD,리도카인 크림 Lidocaine cream,2024-07-04,SMBA_INQUIRY_2024,3304
방글라데시,BD,스킨앰플,2024-07-04,SMBA_INQUIRY_2024,3304
방글라데시,BD,BALPORO BBAE 크림,2024-07-04,SMBA_INQUIRY_2024,3304
