hs_code,country_name,country_iso,export_scale,recommendation_score,source
330410,지부티,,유망,1.91,KOTRA
330410,체코,,유망,3.38,KOTRA
330410,영국,GB,유망,5.07,KOTRA
330410,엘살바도르,,유망,2.64,KOTRA
330410,수단,,유망,0.91,KOTRA
330410,스리랑카,,유망,3.1,KOTRA
330410,스웨덴,,유망,3.59,KOTRA
330410,스위스,,유망,3.94,KOTRA
330410,스페인,ES,유망,4.28,KOTRA
330410,슬로바키아,,유망,3.55,KOTRA
330410,슬로베니아,,유망,2.48,KOTRA
330410,시에라리온,,유망,1.71,KOTRA
330410,싱가포르,SG,유망,8.07,KOTRA
330410,아랍에미리트,AE,유망,5.25,KOTRA
330410,아루바,,유망,1.82,KOTRA
330410,아르메니아,,유망,2.53,KOTRA
330410,아르헨티나,,유망,2.82,KOTRA
330410,아이슬란드,,유망,2.77,KOTRA
330410,아일랜드,,유망,2.84,KOTRA
330410,아제르바이잔,,유망,2.71,KOTRA
330410,알바니아,,유망,3.83,KOTRA
330410,알제리,,유망,2.27,KOTRA
330410,에스토니아,,유망,3.45,KOTRA
330410,에콰도르,,유망,3.64,KOTRA
330410,라트비아,,유망,2.82,KOTRA
330410,라오스,LA,유망,1.92,KOTRA
330410,독일,DE,유망,5.11,KOTRA
330410,이란,,성장,2.96,KOTRA
330410,이스라엘,,성장,4.81,KOTRA
330410,이집트,EG,성장,3.87,KOTRA
330410,이탈리아,IT,성장,7.0,KOTRA
330410,인도,IN,성장,6.77,KOTRA
330410,인도네시아,ID,성장,10.33,KOTRA
330410,일본,JP,성장,21.22,KOTRA
330410,조지아,,성장,3.53,KOTRA
330410,중국,CN,성장,12.84,KOTRA
330410,지부티,,성장,2.42,KOTRA
330410,체코,,성장,6.23,KOTRA
330410,칠레,CL,성장,7.08,KOTRA
330410,카메룬,,성장,2.52,KOTRA
330410,카자흐스탄,KZ,성장,7.01,KOTRA
330410,카타르,QA,성장,5.46,KOTRA
330410,캄보디아,KH,성장,8.03,KOTRA
330410,캐나다,CA,성장,12.05,KOTRA
330410,케냐,,성장,3.87,KOTRA
330410,코스타리카,,성장,3.96,KOTRA
330410,코트디부아르,,성장,2.19,KOTRA
330410,이라크,IQ,성장,4.14,KOTRA
330410,우크라이나,,성장,7.14,KOTRA
330410,아랍에미리트,AE,성장,9.08,KOTRA
330410,아루바,,성장,2.39,KOTRA
330410,아르메니아,,성장,3.3,KOTRA
330410,아르헨티나,,성장,4.33,KOTRA
330410,아이슬란드,,성장,3.76,KOTRA
330410,아일랜드,,성장,4.21,KOTRA
330410,아제르바이잔,,성장,3.8,KOTRA
330410,알바니아,,성장,5.32,KOTRA
330410,알제리,,성장,3.27,KOTRA
330410,에스토니아,,성장,5.55,KOTRA
330410,에콰도르,,성장,4.69,KOTRA
330410,엘살바도르,,성장,3.29,KOTRA
330410,영국,GB,성장,9.53,KOTRA
330410,예멘,,성장,3.14,KOTRA
330410,오만,OM,성장,4.48,KOTRA
330410,오스트리아,,성장,4.2,KOTRA
330410,온두라스,,성장,3.02,KOTRA
330410,요르단,,성장,2.19,KOTRA
330410,우루과이,,성장,3.75,KOTRA
330410,우즈베키스탄,UZ,성장,4.28,KOTRA
330410,콜롬비아,,성장,4.44,KOTRA
330410,콩고,,성장,2.35,KOTRA
330410,필리핀,PH,성장,9.46,KOTRA
330410,헝가리,,성장,4.72,KOTRA
330410,호주,AU,성장,11.37,KOTRA
330410,홍콩,HK,성장,17.2,KOTRA
330410,가나,,유망,2.27,KOTRA
330410,과테말라,,유망,3.17,KOTRA
330410,괌,GU,유망,3.03,KOTRA
330410,그리스,,유망,3.39,KOTRA
330410,기타국,,유망,2.67,KOTRA
330410,나이지리아,,유망,3.14,KOTRA
330410,남아프리카공화국,ZA,유망,3.31,KOTRA
330410,네덜란드,NL,유망,3.83,KOTRA
330410,네팔,,유망,2.66,KOTRA
330410,노르웨이,,유망,3.31,KOTRA
330410,뉴질랜드,,유망,3.4,KOTRA
330410,뉴캘러도니아,,유망,2.3,KOTRA
330410,니제르,,유망,1.42,KOTRA
330410,대만,TW,유망,9.17,KOTRA
330410,덴마크,,유망,3.15,KOTRA
330410,도미니카공화국,,유망,2.31,KOTRA
330410,핀란드,,성장,6.34,KOTRA
330410,피지,,성장,2.69,KOTRA
330410,쿠바,,성장,2.23,KOTRA
330410,쿠웨이트,KW,성장,5.94,KOTRA
330410,큐라소,,성장,3.43,KOTRA
330410,크로아티아,,성장,3.62,KOTRA
330410,키르기즈스탄,,성장,6.61,KOTRA
330410,키프로스,,성장,4.6,KOTRA
330410,탄자니아,,성장,3.08,KOTRA
330410,태국,TH,성장,13.49,KOTRA
330410,투르크메니스탄,,성장,3.94,KOTRA
330410,튀르키예,,성장,6.7,KOTRA
330410,트리니다드토바고,,성장,3.72,KOTRA
330410,파나마,,성장,4.18,KOTRA
330410,파라과이,,성장,3.48,KOTRA
330410,파키스탄,,성장,4.19,KOTRA
330410,페루,PE,성장,5.13,KOTRA
330410,포르투갈,,성장,4.23,KOTRA
330410,폴란드,PL,성장,6.73,KOTRA
330410,폴리네시아(프),,성장,3.46,KOTRA
330410,푸에르토리코,,성장,3.72,KOTRA
330410,프랑스,FR,성장,7.3,KOTRA
330410,칠레,CL,유망,3.86,KOTRA
330410,카메룬,,유망,2.05,KOTRA
330410,카자흐스탄,KZ,유망,3.78,KOTRA
330410,아일랜드,,초보,2.34,KOTRA
330410,아제르바이잔,,초보,2.56,KOTRA
330410,알바니아,,초보,3.53,KOTRA
330410,알제리,,초보,1.97,KOTRA
330410,에스토니아,,초보,2.71,KOTRA
330410,에콰도르,,초보,2.99,KOTRA
330410,엘살바도르,,초보,2.33,KOTRA
330410,영국,GB,초보,3.02,KOTRA
330410,예멘,,초보,2.15,KOTRA
330410,오만,OM,초보,2.74,KOTRA
330410,오스트리아,,초보,2.05,KOTRA
330410,온두라스,,초보,2.01,KOTRA
330410,요르단,,초보,1.44,KOTRA
330410,우루과이,,초보,2.17,KOTRA
330410,우즈베키스탄,UZ,초보,2.71,KOTRA
330410,우크라이나,,초보,3.14,KOTRA
330410,이라크,IQ,초보,2.69,KOTRA
330410,이란,,초보,2.0,KOTRA
330410,이스라엘,,초보,2.83,KOTRA
330410,이집트,EG,초보,2.71,KOTRA
330410,아이슬란드,,초보,2.63,KOTRA
330410,아르헨티나,,초보,2.43,KOTRA
330410,불가리아,,초보,3.12,KOTRA
330410,브라질,BR,초보,3.05,KOTRA
330410,브루나이,,초보,2.69,KOTRA
330410,사우디아라비아,SA,초보,2.71,KOTRA
330410,세네갈,,초보,1.89,KOTRA
330410,세르비아,,초보,2.61,KOTRA
330410,세이셸,,초보,2.17,KOTRA
330410,소말리아,,초보,2.22,KOTRA
330410,수단,,초보,0.8,KOTRA
330410,스리랑카,,초보,2.65,KOTRA
330410,스웨덴,,초보,2.92,KOTRA
330410,스위스,,초보,3.24,KOTRA
330410,스페인,ES,초보,3.14,KOTRA
330410,슬로바키아,,초보,2.88,KOTRA
330410,슬로베니아,,초보,2.15,KOTRA
330410,시에라리온,,초보,1.55,KOTRA
330410,싱가포르,SG,초보,6.54,KOTRA
330410,아랍에미리트,AE,초보,3.19,KOTRA
330410,아루바,,초보,1.65,KOTRA
330410,아르메니아,,초보,2.16,KOTRA
330410,이탈리아,IT,초보,3.0,KOTRA
330410,인도,IN,초보,3.6,KOTRA
330410,키프로스,,초보,2.87,KOTRA
330410,탄자니아,,초보,1.95,KOTRA
330410,태국,TH,초보,4.65,KOTRA
330410,투르크메니스탄,,초보,2.79,KOTRA
330410,튀르키예,,초보,2.91,KOTRA
330410,트리니다드토바고,,초보,3.13,KOTRA
330410,파나마,,초보,2.63,KOTRA
330410,파라과이,,초보,2.16,KOTRA
330410,파키스탄,,초보,2.7,KOTRA
330410,페루,PE,초보,2.75,KOTRA
330410,포르투갈,,초보,2.33,KOTRA
330410,폴란드,PL,초보,2.94,KOTRA
330410,폴리네시아(프),,초보,2.74,KOTRA
330410,푸에르토리코,,초보,2.59,KOTRA
330410,프랑스,FR,초보,3.3,KOTRA
330410,피지,,초보,1.73,KOTRA
330410,핀란드,,초보,3.06,KOTRA
330410,필리핀,PH,초보,5.26,KOTRA
330410,헝가리,,초보,2.48,KOTRA
330410,호주,AU,초보,3.76,KOTRA
330410,키르기즈스탄,,초보,2.67,KOTRA
330410,크로아티아,,초보,2.08,KOTRA
330410,인도네시아,ID,초보,3.99,KOTRA
330410,일본,JP,초보,12.96,KOTRA
330410,조지아,,초보,2.37,KOTRA
330410,중국,CN,초보,4.25,KOTRA
330410,지부티,,초보,1.73,KOTRA
330410,체코,,초보,2.76,KOTRA
330410,칠레,CL,초보,3.29,KOTRA
330410,카메룬,,초보,1.74,KOTRA
330410,카자흐스탄,KZ,초보,2.78,KOTRA
330410,카타르,QA,초보,2.63,KOTRA
330410,캄보디아,KH,초보,3.04,KOTRA
330410,캐나다,CA,초보,4.15,KOTRA
330410,케냐,,초보,2.78,KOTRA
330410,코스타리카,,초보,2.61,KOTRA
330410,코트디부아르,,초보,1.56,KOTRA
330410,콜롬비아,,초보,2.79,KOTRA
330410,콩고,,초보,1.59,KOTRA
330410,쿠바,,초보,1.58,KOTRA
330410,쿠웨이트,KW,초보,3.04,KOTRA
330410,큐라소,,초보,2.63,KOTRA
330410,북마리아나제도,,초보,1.82,KOTRA
330410,부탄,,초보,2.44,KOTRA
330410,볼리비아,,초보,2.01,KOTRA
330410,페루,PE,유망,3.23,KOTRA
330410,포르투갈,,유망,2.77,KOTRA
330410,폴란드,PL,유망,3.97,KOTRA
330410,폴리네시아(프),,유망,2.94,KOTRA
330410,푸에르토리코,,유망,2.84,KOTRA
330410,프랑스,FR,유망,4.02,KOTRA
330410,피지,,유망,2.09,KOTRA
330410,핀란드,,유망,3.9,KOTRA
330410,필리핀,PH,유망,6.39,KOTRA
330410,헝가리,,유망,2.97,KOTRA
330410,호주,AU,유망,5.89,KOTRA
330410,홍콩,HK,유망,8.35,KOTRA
330410,가나,,초보,2.06,KOTRA
330410,과테말라,,초보,2.56,KOTRA
330410,괌,GU,초보,2.66,KOTRA
330410,그리스,,초보,2.73,KOTRA
330410,기타국,,초보,2.46,KOTRA
330410,나이지리아,,초보,2.88,KOTRA
330410,남아프리카공화국,ZA,초보,2.82,KOTRA
330410,네덜란드,NL,초보,2.73,KOTRA
330410,파키스탄,,유망,3.08,KOTRA
330410,파라과이,,유망,2.44,KOTRA
330410,카타르,QA,유망,3.04,KOTRA
330410,캄보디아,KH,유망,4.28,KOTRA
330410,캐나다,CA,유망,6.11,KOTRA
330410,케냐,,유망,3.02,KOTRA
330410,코스타리카,,유망,3.08,KOTRA
330410,코트디부아르,,유망,1.76,KOTRA
330410,콜롬비아,,유망,3.19,KOTRA
330410,콩고,,유망,1.78,KOTRA
330410,쿠바,,유망,1.74,KOTRA
330410,쿠웨이트,KW,유망,3.59,KOTRA
330510,가나,,내수,0.6,KOTRA
330510,몽골,MN,유망,8.43,KOTRA
330510,미국,US,유망,14.22,KOTRA
330510,미국령사모아,,유망,2.54,KOTRA
330510,미얀마,MM,유망,3.45,KOTRA
330510,바누아투,,유망,3.66,KOTRA
330510,바레인,,유망,3.24,KOTRA
330510,방글라데시,BD,유망,3.0,KOTRA
330510,베네수엘라,,유망,2.95,KOTRA
330510,베트남,VN,유망,8.54,KOTRA
330510,벨기에,,유망,3.47,KOTRA
330510,벨라루스,,유망,2.94,KOTRA
330510,보스니아 헤르체고비나,,유망,2.47,KOTRA
330510,볼리비아,,유망,2.53,KOTRA
330510,부탄,,유망,2.94,KOTRA
330510,북마리아나제도,,유망,2.47,KOTRA
330510,불가리아,,유망,4.04,KOTRA
330510,브라질,BR,유망,3.81,KOTRA
330510,브루나이,,유망,3.15,KOTRA
330510,사모아 (서사모아),,유망,1.84,KOTRA
330510,몰타,,유망,2.89,KOTRA
330510,몰디브,,유망,2.93,KOTRA
330510,러시아연방,,유망,8.05,KOTRA
330510,레바논,,유망,3.09,KOTRA
330510,레유니온,,유망,2.9,KOTRA
330510,루마니아,,유망,4.46,KOTRA
330510,룩셈부르크,,유망,2.7,KOTRA
330510,리비아,,유망,3.05,KOTRA
330510,리투아니아,,유망,4.3,KOTRA
330510,마르티니끄,,유망,3.46,KOTRA
330510,마샬 제도,,유망,3.06,KOTRA
330510,마카오,,유망,2.7,KOTRA
330510,마케도니아,,유망,3.43,KOTRA
330510,마크로네시아,,유망,2.26,KOTRA
330510,말레이시아,MY,유망,8.91,KOTRA
330510,멕시코,MX,유망,4.22,KOTRA
330510,모로코,,유망,2.46,KOTRA
330510,모리셔스,,유망,3.83,KOTRA
330510,모리타니아,,유망,1.99,KOTRA
330510,몬테네그로,,유망,2.92,KOTRA
330510,몰다비아,,유망,4.03,KOTRA
330510,사우디아라비아,SA,유망,3.58,KOTRA
330510,세네갈,,유망,2.52,KOTRA
330510,세르비아,,유망,3.25,KOTRA
330510,영국,GB,유망,4.25,KOTRA
330510,예멘,,유망,2.71,KOTRA
330510,오만,OM,유망,3.15,KOTRA
330510,오스트리아,,유망,2.95,KOTRA
330510,온두라스,,유망,2.42,KOTRA
330510,요르단,,유망,1.81,KOTRA
330510,우루과이,,유망,3.0,KOTRA
330510,우즈베키스탄,UZ,유망,3.31,KOTRA
330510,우크라이나,,유망,4.36,KOTRA
330510,이라크,IQ,유망,2.49,KOTRA
330510,이란,,유망,2.51,KOTRA
330510,이스라엘,,유망,4.05,KOTRA
330510,이탈리아,IT,유망,3.78,KOTRA
330510,인도,IN,유망,4.69,KOTRA
330510,인도네시아,ID,유망,5.57,KOTRA
330510,일본,JP,유망,8.33,KOTRA
330510,조지아,,유망,2.94,KOTRA
330510,중국,CN,유망,9.58,KOTRA
330510,지부티,,유망,2.21,KOTRA
330510,에티오피아,,유망,2.39,KOTRA
330510,에콰도르,,유망,3.74,KOTRA
330510,세이셸,,유망,2.71,KOTRA
330510,소말리아,,유망,2.08,KOTRA
330510,수단,,유망,0.96,KOTRA
330510,스리랑카,,유망,3.69,KOTRA
330510,스웨덴,,유망,3.82,KOTRA
330510,스위스,,유망,4.15,KOTRA
330510,스페인,ES,유망,4.21,KOTRA
330510,슬로바키아,,유망,3.6,KOTRA
330510,슬로베니아,,유망,2.64,KOTRA
330510,싱가포르,SG,유망,9.71,KOTRA
330510,아랍에미리트,AE,유망,5.0,KOTRA
330510,아루바,,유망,1.86,KOTRA
330510,아르메니아,,유망,2.83,KOTRA
330510,아이슬란드,,유망,2.72,KOTRA
330510,아일랜드,,유망,2.94,KOTRA
330510,아제르바이잔,,유망,2.89,KOTRA
330510,알바니아,,유망,3.72,KOTRA
330510,알제리,,유망,2.35,KOTRA
330510,에스토니아,,유망,3.5,KOTRA
330510,라트비아,,유망,3.31,KOTRA
330510,라오스,LA,유망,2.94,KOTRA
330510,독일,DE,유망,4.73,KOTRA
330510,우크라이나,,성장,7.26,KOTRA
330510,이라크,IQ,성장,2.76,KOTRA
330510,이란,,성장,2.62,KOTRA
330510,이스라엘,,성장,4.34,KOTRA
330510,이탈리아,IT,성장,4.55,KOTRA
330510,인도,IN,성장,4.95,KOTRA
330510,인도네시아,ID,성장,5.93,KOTRA
330510,일본,JP,성장,12.62,KOTRA
330510,조지아,,성장,2.83,KOTRA
330510,중국,CN,성장,12.45,KOTRA
330510,지부티,,성장,2.27,KOTRA
330510,체코,,성장,5.07,KOTRA
330510,칠레,CL,성장,4.54,KOTRA
330510,카메룬,,성장,2.17,KOTRA
330510,카자흐스탄,KZ,성장,7.31,KOTRA
330510,카타르,QA,성장,4.54,KOTRA
330510,캄보디아,KH,성장,5.37,KOTRA
330510,캐나다,CA,성장,9.25,KOTRA
330510,케냐,,성장,1.86,KOTRA
330510,우즈베키스탄,UZ,성장,4.11,KOTRA
330510,우루과이,,성장,3.32,KOTRA
330510,슬로베니아,,성장,2.93,KOTRA
330510,싱가포르,SG,성장,11.05,KOTRA
330510,아랍에미리트,AE,성장,7.44,KOTRA
330510,아루바,,성장,1.99,KOTRA
330510,아르메니아,,성장,3.11,KOTRA
330510,아이슬란드,,성장,2.87,KOTRA
330510,아일랜드,,성장,3.3,KOTRA
330510,아제르바이잔,,성장,3.47,KOTRA
330510,알바니아,,성장,4.11,KOTRA
330510,알제리,,성장,2.47,KOTRA
330510,에스토니아,,성장,4.26,KOTRA
330510,에콰도르,,성장,3.86,KOTRA
330510,에티오피아,,성장,2.48,KOTRA
330510,영국,GB,성장,6.7,KOTRA
330510,예멘,,성장,2.78,KOTRA
330510,오만,OM,성장,3.27,KOTRA
330510,오스트리아,,성장,3.58,KOTRA
330510,온두라스,,성장,2.49,KOTRA
330510,요르단,,성장,1.93,KOTRA
330510,코스타리카,,성장,3.14,KOTRA
330510,코트디부아르,,성장,2.13,KOTRA
330510,콜롬비아,,성장,2.89,KOTRA
330510,헝가리,,성장,3.85,KOTRA
330510,호주,AU,성장,9.15,KOTRA
330510,홍콩,HK,성장,12.44,KOTRA
330510,가나,,유망,1.74,KOTRA
330510,과테말라,,유망,3.38,KOTRA
330510,괌,GU,유망,3.0,KOTRA
330510,그리스,,유망,3.2,KOTRA
330510,기타국,,유망,2.78,KOTRA
330510,나이지리아,,유망,2.69,KOTRA
330510,남아프리카공화국,ZA,유망,3.36,KOTRA
330510,네덜란드,NL,유망,4.19,KOTRA
330510,네팔,,유망,2.64,KOTRA
330510,노르웨이,,유망,3.63,KOTRA
330510,뉴질랜드,,유망,4.02,KOTRA
330510,뉴캘러도니아,,유망,2.62,KOTRA
330510,니제르,,유망,1.51,KOTRA
330510,대만,TW,유망,10.31,KOTRA
330510,덴마크,,유망,3.59,KOTRA
330510,도미니카공화국,,유망,2.41,KOTRA
330510,필리핀,PH,성장,7.65,KOTRA
330510,핀란드,,성장,4.21,KOTRA
330510,쿠웨이트,KW,성장,4.29,KOTRA
330510,크로아티아,,성장,3.06,KOTRA
330510,키르기즈스탄,,성장,6.03,KOTRA
330510,키프로스,,성장,3.98,KOTRA
330510,타지키스탄,,성장,3.34,KOTRA
330510,탄자니아,,성장,2.41,KOTRA
330510,태국,TH,성장,8.61,KOTRA
330510,투르크메니스탄,,성장,3.47,KOTRA
330510,튀르키예,,성장,5.08,KOTRA
330510,트리니다드토바고,,성장,2.86,KOTRA
330510,파나마,,성장,2.79,KOTRA
330510,파라과이,,성장,2.78,KOTRA
330510,파키스탄,,성장,3.43,KOTRA
330510,포르투갈,,성장,3.2,KOTRA
330510,폴란드,PL,성장,6.33,KOTRA
330510,폴리네시아(프),,성장,2.91,KOTRA
330510,푸에르토리코,,성장,2.81,KOTRA
330510,프랑스,FR,성장,5.11,KOTRA
330510,피지,,성장,2.87,KOTRA
330510,체코,,유망,3.9,KOTRA
330510,칠레,CL,유망,3.76,KOTRA
330510,아르메니아,,초보,2.43,KOTRA
330510,아이슬란드,,초보,2.65,KOTRA
330510,아일랜드,,초보,2.55,KOTRA
330510,아제르바이잔,,초보,2.62,KOTRA
330510,알바니아,,초보,3.4,KOTRA
330510,알제리,,초보,2.04,KOTRA
330510,에스토니아,,초보,2.69,KOTRA
330510,에콰도르,,초보,3.18,KOTRA
330510,에티오피아,,초보,2.2,KOTRA
330510,영국,GB,초보,3.31,KOTRA
330510,예멘,,초보,2.46,KOTRA
330510,오만,OM,초보,2.64,KOTRA
330510,오스트리아,,초보,2.62,KOTRA
330510,온두라스,,초보,2.08,KOTRA
330510,요르단,,초보,1.67,KOTRA
330510,우루과이,,초보,2.53,KOTRA
330510,우즈베키스탄,UZ,초보,2.82,KOTRA
330510,우크라이나,,초보,3.28,KOTRA
330510,이라크,IQ,초보,2.1,KOTRA
330510,아루바,,초보,1.7,KOTRA
330510,아랍에미리트,AE,초보,4.0,KOTRA
330510,부탄,,초보,2.61,KOTRA
330510,북마리아나제도,,초보,2.17,KOTRA
330510,불가리아,,초보,3.33,KOTRA
330510,브라질,BR,초보,3.29,KOTRA
330510,브루나이,,초보,2.73,KOTRA
330510,사모아 (서사모아),,초보,1.57,KOTRA
330510,사우디아라비아,SA,초보,2.86,KOTRA
330510,세네갈,,초보,2.23,KOTRA
330510,세르비아,,초보,2.79,KOTRA
330510,세이셸,,초보,2.32,KOTRA
330510,소말리아,,초보,1.94,KOTRA
330510,수단,,초보,0.81,KOTRA
330510,스리랑카,,초보,3.19,KOTRA
330510,스웨덴,,초보,3.31,KOTRA
330510,스위스,,초보,3.43,KOTRA
330510,스페인,ES,초보,3.36,KOTRA
330510,슬로바키아,,초보,2.87,KOTRA
330510,슬로베니아,,초보,2.33,KOTRA
330510,싱가포르,SG,초보,7.44,KOTRA
330510,이란,,초보,2.28,KOTRA
330510,이스라엘,,초보,3.84,KOTRA
330510,이탈리아,IT,초보,3.07,KOTRA
330510,타지키스탄,,초보,2.58,KOTRA
330510,탄자니아,,초보,1.9,KOTRA
330510,태국,TH,초보,4.64,KOTRA
330510,투르크메니스탄,,초보,3.14,KOTRA
330510,튀르키예,,초보,2.92,KOTRA
330510,트리니다드토바고,,초보,2.88,KOTRA
330510,파나마,,초보,2.3,KOTRA
330510,파라과이,,초보,2.28,KOTRA
330510,파키스탄,,초보,2.99,KOTRA
330510,포르투갈,,초보,2.45,KOTRA
330510,폴란드,PL,초보,3.28,KOTRA
330510,폴리네시아(프),,초보,2.89,KOTRA
330510,푸에르토리코,,초보,2.53,KOTRA
330510,프랑스,FR,초보,3.12,KOTRA
330510,피지,,초보,2.49,KOTRA
330510,핀란드,,초보,3.12,KOTRA
330510,필리핀,PH,초보,5.08,KOTRA
330510,헝가리,,초보,2.75,KOTRA
330510,호주,AU,초보,4.72,KOTRA
330510,키프로스,,초보,3.22,KOTRA
330510,키르기즈스탄,,초보,3.0,KOTRA
330510,인도,IN,초보,3.96,KOTRA
330510,인도네시아,ID,초보,3.9,KOTRA
330510,일본,JP,초보,7.21,KOTRA
330510,조지아,,초보,2.52,KOTRA
330510,중국,CN,초보,6.54,KOTRA
330510,지부티,,초보,2.04,KOTRA
330510,체코,,초보,3.05,KOTRA
330510,칠레,CL,초보,3.28,KOTRA
330510,카메룬,,초보,1.84,KOTRA
330510,카자흐스탄,KZ,초보,3.1,KOTRA
330510,카타르,QA,초보,2.66,KOTRA
330510,캄보디아,KH,초보,3.39,KOTRA
330510,캐나다,CA,초보,4.48,KOTRA
330510,케냐,,초보,1.54,KOTRA
330510,코스타리카,,초보,2.68,KOTRA
330510,코트디부아르,,초보,1.91,KOTRA
330510,콜롬비아,,초보,2.32,KOTRA
330510,쿠웨이트,KW,초보,3.42,KOTRA
330510,크로아티아,,초보,2.49,KOTRA
330510,볼리비아,,초보,2.24,KOTRA
330510,보스니아 헤르체고비나,,초보,2.08,KOTRA
330510,벨라루스,,초보,2.63,KOTRA
330510,파키스탄,,유망,3.23,KOTRA
330510,포르투갈,,유망,2.89,KOTRA
330510,폴란드,PL,유망,4.15,KOTRA
330510,폴리네시아(프),,유망,3.11,KOTRA
330510,푸에르토리코,,유망,2.72,KOTRA
330510,프랑스,FR,유망,3.87,KOTRA
330510,피지,,유망,2.97,KOTRA
330510,핀란드,,유망,3.64,KOTRA
330510,필리핀,PH,유망,6.68,KOTRA
330510,헝가리,,유망,3.27,KOTRA
330510,호주,AU,유망,6.29,KOTRA
330510,홍콩,HK,유망,9.46,KOTRA
330510,가나,,초보,1.59,KOTRA
330510,과테말라,,초보,2.83,KOTRA
330510,괌,GU,초보,2.67,KOTRA
330510,그리스,,초보,2.82,KOTRA
330510,기타국,,초보,2.59,KOTRA
330510,나이지리아,,초보,2.54,KOTRA
330510,남아프리카공화국,ZA,초보,2.89,KOTRA
330510,파라과이,,유망,2.77,KOTRA
330510,파나마,,유망,2.65,KOTRA
330510,카메룬,,유망,2.05,KOTRA
330510,카자흐스탄,KZ,유망,4.33,KOTRA
330510,카타르,QA,유망,3.28,KOTRA
330510,캄보디아,KH,유망,4.16,KOTRA
330510,캐나다,CA,유망,6.09,KOTRA
330510,케냐,,유망,1.74,KOTRA
330510,코스타리카,,유망,3.13,KOTRA
330510,코트디부아르,,유망,2.11,KOTRA
330510,콜롬비아,,유망,2.73,KOTRA
330510,쿠웨이트,KW,유망,3.87,KOTRA
330510,크로아티아,,유망,2.98,KOTRA
330510,키르기즈스탄,,유망,3.77,KOTRA
330510,키프로스,,유망,3.61,KOTRA
330510,타지키스탄,,유망,3.16,KOTRA
330510,탄자니아,,유망,2.15,KOTRA
330510,태국,TH,유망,6.62,KOTRA
330510,투르크메니스탄,,유망,3.48,KOTRA
330510,튀르키예,,유망,3.52,KOTRA
330510,트리니다드토바고,,유망,2.88,KOTRA
330510,네덜란드,NL,초보,3.41,KOTRA
330510,네팔,,초보,2.13,KOTRA
330590,가나,,내수,0.89,KOTRA
330590,미국령사모아,,유망,2.72,KOTRA
330590,미얀마,MM,유망,3.86,KOTRA
330590,바누아투,,유망,2.66,KOTRA
330590,바레인,,유망,3.38,KOTRA
330590,방글라데시,BD,유망,3.67,KOTRA
330590,베냉,,유망,2.05,KOTRA
330590,베네수엘라,,유망,3.18,KOTRA
330590,베트남,VN,유망,9.88,KOTRA
330590,벨기에,,유망,3.68,KOTRA
330590,벨라루스,,유망,3.19,KOTRA
330590,보스니아 헤르체고비나,,유망,2.74,KOTRA
330590,볼리비아,,유망,2.93,KOTRA
330590,부르키나파소,,유망,2.35,KOTRA
330590,부탄,,유망,3.39,KOTRA
330590,북마리아나제도,,유망,2.7,KOTRA
330590,불가리아,,유망,4.38,KOTRA
330590,브라질,BR,유망,4.29,KOTRA
330590,브루나이,,유망,3.23,KOTRA
330590,사우디아라비아,SA,유망,4.29,KOTRA
330590,세네갈,,유망,2.68,KOTRA
330590,미국,US,유망,17.83,KOTRA
330590,몽골,MN,유망,6.94,KOTRA
330590,몰타,,유망,3.01,KOTRA
330590,레바논,,유망,3.46,KOTRA
330590,레유니온,,유망,2.86,KOTRA
330590,루마니아,,유망,4.56,KOTRA
330590,룩셈부르크,,유망,2.93,KOTRA
330590,르완다,,유망,2.17,KOTRA
330590,리비아,,유망,3.37,KOTRA
330590,리투아니아,,유망,4.58,KOTRA
330590,마다가스카르,,유망,2.96,KOTRA
330590,마르티니끄,,유망,3.6,KOTRA
330590,마카오,,유망,3.24,KOTRA
330590,마케도니아,,유망,3.73,KOTRA
330590,말레이시아,MY,유망,10.22,KOTRA
330590,멕시코,MX,유망,4.95,KOTRA
330590,모로코,,유망,3.26,KOTRA
330590,모리셔스,,유망,4.19,KOTRA
330590,모리타니아,,유망,2.16,KOTRA
330590,모잠비크,,유망,2.14,KOTRA
330590,몬테네그로,,유망,2.85,KOTRA
330590,몰다비아,,유망,3.97,KOTRA
330590,몰디브,,유망,3.13,KOTRA
330590,세르비아,,유망,3.39,KOTRA
330590,세이셸,,유망,3.03,KOTRA
330590,예멘,,유망,2.41,KOTRA
330590,오만,OM,유망,3.71,KOTRA
330590,오스트리아,,유망,2.87,KOTRA
330590,온두라스,,유망,2.59,KOTRA
330590,요르단,,유망,2.15,KOTRA
330590,우루과이,,유망,3.35,KOTRA
330590,우즈베키스탄,UZ,유망,3.77,KOTRA
330590,우크라이나,,유망,5.35,KOTRA
330590,이라크,IQ,유망,2.95,KOTRA
330590,이란,,유망,2.71,KOTRA
330590,이스라엘,,유망,4.2,KOTRA
330590,이탈리아,IT,유망,4.45,KOTRA
330590,인도,IN,유망,5.7,KOTRA
330590,인도네시아,ID,유망,6.62,KOTRA
330590,일본,JP,유망,11.39,KOTRA
330590,잠비아,,유망,2.66,KOTRA
330590,조지아,,유망,3.14,KOTRA
330590,중국,CN,유망,10.99,KOTRA
330590,지부티,,유망,2.53,KOTRA
330590,체코,,유망,4.25,KOTRA
330590,영국,GB,유망,4.97,KOTRA
330590,엘살바도르,,유망,2.63,KOTRA
